type,volatile acidity,chlorides,density,pH,alcohol,quality
red,0.37,0.038,0.99526,3.24,10.8,7
red,0.5,0.082,0.9987,3.29,10.7,6
red,0.5,0.082,0.9987,3.29,10.7,6
red,0.61,0.082,0.99641,3.25,9.4,5
red,0.55,0.068,0.99735,3.23,10,5
red,0.585,0.044,0.99264,3.56,12.9,7
red,0.56,0.114,0.9971,3.24,9.6,6
red,0.52,0.084,0.99682,3.26,9.9,6
red,0.28,0.052,0.99356,3.33,12.8,7
red,0.25,0.041,0.99386,3.27,12.5,7
red,0.28,0.052,0.99356,3.33,12.8,7
red,0.53,0.165,0.99702,3.26,9.2,5
red,0.48,0.07,0.99693,3.22,10.3,6
red,0.49,0.068,0.99562,3.3,10.5,5
red,0.5,0.072,1.00012,3.09,10.9,6
red,0.45,0.099,0.99818,3.24,10.8,5
red,0.39,0.102,0.99462,3.44,11.4,4
red,0.41,0.103,0.99939,3.21,11.3,6
red,0.45,0.099,0.99818,3.24,10.8,5
red,0.51,0.081,0.9984,3.23,10.5,6
red,0.29,0.084,0.99545,3.28,11.9,6
red,0.715,0.071,0.99632,3.29,9.4,5
red,0.66,0.097,0.99976,3.28,9.6,5
red,0.685,0.099,0.99606,3.34,9.7,5
red,0.42,0.048,0.99154,3.71,14,7
red,0.54,0.076,0.9973,3.61,9.8,5
red,0.54,0.076,0.9973,3.61,9.8,5
red,0.48,0.068,0.99682,3.24,10.3,5
red,0.46,0.076,0.99624,3.36,10.7,5
red,0.27,0.05,0.9951,3.4,11,7
red,0.46,0.076,0.99624,3.36,10.7,5
red,0.57,0.065,0.99417,3.46,12.7,8
red,0.61,0.071,0.99376,3.56,11.1,6
red,0.685,0.058,0.99632,3.38,10.9,4
red,0.61,0.071,0.99376,3.56,11.1,6
red,0.44,0.145,0.99832,3.38,9.9,3
red,0.47,0.147,0.99836,3.38,9.9,4
red,0.685,0.088,0.99694,3.32,9.4,5
red,0.665,0.066,0.99655,3.39,9.3,5
red,0.28,0.012,0.99064,3.26,11.7,7
red,0.28,0.012,0.99064,3.26,11.7,7
red,0.31,0.075,0.99672,3.24,11.2,7
red,0.5,0.092,0.99647,3.46,10,5
red,0.42,0.085,0.99736,3.24,12.1,7
red,0.66,0.115,0.99629,3.45,10.3,5
red,0.5,0.119,0.99708,3.23,10.9,6
red,0.685,0.088,0.9963,3.28,9.4,5
red,0.25,0.062,0.9959,3.18,10.6,6
red,0.64,0.081,0.99689,3.59,9.8,5
red,0.64,0.081,0.99689,3.59,9.8,5
red,0.68,0.078,0.9977,3.5,9.9,6
red,0.64,0.081,0.99689,3.59,9.8,5
red,0.63,0.08,0.99689,3.58,9.8,5
red,0.43,0.085,0.99708,3.28,9.5,5
red,0.43,0.085,0.99708,3.28,9.5,5
red,0.42,0.08,0.99801,3.22,9.7,5
red,0.36,0.08,0.99652,3.47,10.9,6
red,0.36,0.08,0.99652,3.47,10.9,6
red,0.735,0.071,0.99538,3.51,11.7,7
red,0.36,0.08,0.99652,3.47,10.9,6
red,0.26,0.073,0.99594,3.4,11.3,7
red,0.28,0.054,0.99686,3.15,10.6,7
red,0.56,0.074,0.99438,3.4,11.2,6
red,0.62,0.077,0.99746,3.51,9.5,5
red,1.01,0.039,0.99357,3.66,11.5,6
red,0.42,0.067,0.99628,3.24,10.4,5
red,0.62,0.078,0.99746,3.51,9.7,5
red,0.62,0.077,0.99746,3.51,9.5,5
red,0.635,0.077,0.99748,3.51,9.7,5
red,0.49,0.071,0.99438,3.41,11.3,6
red,0.51,0.072,0.99438,3.4,11.2,6
red,0.56,0.074,0.99438,3.4,11.2,6
red,0.63,0.08,0.99578,3.44,10.9,6
red,0.715,0.064,0.99371,3.41,11.8,6
red,0.56,0.086,0.99522,3.53,10.6,5
red,0.35,0.067,0.99576,3.43,10,4
red,0.21,0.067,0.99552,3.23,11.1,7
red,0.38,0.104,0.99664,3.12,11.8,7
red,0.31,0.109,0.99614,3.31,11.8,7
red,0.47,0.067,0.99517,3.4,10.9,4
red,0.715,0.064,0.99371,3.41,11.8,6
red,0.61,0.094,0.99787,3.22,10,6
red,0.6,0.076,0.99745,3.53,9.5,5
red,0.56,0.078,0.99576,3.15,9.9,5
red,0.715,0.068,0.99533,3.48,11.4,6
red,0.31,0.194,0.99536,3.22,12,6
red,0.6,0.076,0.99745,3.53,9.5,5
red,0.61,0.094,0.99787,3.22,10,6
red,0.75,0.086,0.99824,3.34,10.5,5
red,0.8,0.083,0.99836,3.33,10.4,6
red,0.52,0.066,0.99577,3.15,12.1,7
red,0.57,0.072,0.99491,3.43,11.2,6
red,0.9,0.112,1.00289,3.22,9.3,5
red,0.34,0.071,0.99576,3.44,10.1,5
red,0.66,0.078,0.99743,3.53,9.7,5
red,0.45,0.082,0.99774,3.22,9.3,6
red,0.66,0.078,0.99743,3.53,9.7,5
red,0.63,0.08,0.99745,3.53,9.8,6
red,0.59,0.08,0.9955,3.42,10.7,6
red,0.31,0.078,0.99444,3.31,12.5,7
red,0.59,0.08,0.9955,3.42,10.7,6
red,0.31,0.078,0.99444,3.31,12.5,7
red,1.02,0.084,0.99892,3.48,11,3
red,0.31,0.056,0.99562,3.4,11.8,5
red,0.635,0.08,0.99736,3.58,10.8,7
red,0.635,0.08,0.99736,3.58,10.8,7
red,0.59,0.06,0.9962,3.41,10.8,7
red,0.59,0.06,0.9962,3.41,10.8,7
red,0.58,0.081,0.998,3.23,9.5,5
red,0.54,0.084,0.9964,3.39,11,5
red,0.56,0.079,0.9948,3.59,11.5,6
red,0.52,0.078,0.99528,3.43,10.8,6
red,0.305,0.059,0.99331,3.29,11.5,6
red,0.38,0.132,0.99577,3.23,13.2,6
red,0.28,0.114,0.99901,3.18,10.9,6
red,0.46,0.065,0.99674,3.33,12.2,6
red,0.395,0.094,0.99639,3.27,12.2,7
red,0.305,0.059,0.99331,3.29,11.5,6
red,0.315,0.079,0.99512,3.27,11.9,6
red,0.715,0.161,0.99395,3.62,11,5
red,0.41,0.084,0.99824,3.38,10.1,6
red,0.36,0.081,0.9964,3.3,11,6
red,0.62,0.072,0.99504,3.38,11.8,6
red,0.41,0.091,0.99786,3.24,10.5,5
red,0.36,0.081,0.9964,3.3,11,6
red,0.62,0.072,0.99504,3.38,11.8,6
red,0.41,0.084,0.99824,3.38,10.1,6
red,0.47,0.055,0.99516,3.18,11.2,5
red,0.22,0.064,0.99604,3.47,11,7
red,0.24,0.061,0.99786,3.47,10.2,6
red,0.67,0.093,0.99736,3.2,9.2,4
red,0.47,0.055,0.99516,3.18,11.2,5
red,0.33,0.063,0.99468,3.3,12,7
red,0.61,0.08,0.99746,3.69,10.5,5
red,0.61,0.074,0.99748,3.48,9.8,5
red,0.4,0.078,0.9971,3.45,9.5,6
red,0.61,0.074,0.99748,3.48,9.8,5
red,0.61,0.08,0.99746,3.69,10.5,5
red,0.3,0.06,0.99543,3.39,11.8,6
red,0.3,0.06,0.99543,3.39,11.8,6
red,0.63,0.071,0.99791,3.07,10.4,4
red,0.38,0.068,0.99356,3.34,12.9,7
red,0.46,0.073,0.99425,3.61,11.4,5
red,0.33,0.074,0.99509,3.36,12.4,7
red,0.27,0.082,0.99484,3.19,12.5,7
red,0.43,0.092,0.99834,3.22,10,7
red,0.5,0.094,0.99864,3.24,9.7,7
red,0.3,0.09,0.99498,3.27,12.1,7
red,0.44,0.071,0.99566,3.14,11.1,7
red,0.44,0.092,0.99745,3.29,12,7
red,0.28,0.093,0.99408,3.26,12.4,7
red,0.12,0.075,0.99552,3.41,11.9,7
red,0.12,0.075,0.99552,3.41,11.9,7
red,0.12,0.075,0.99552,3.41,11.9,7
red,0.28,0.093,0.99408,3.26,12.4,7
red,0.31,0.058,0.99536,3.31,11.2,7
red,0.34,0.052,0.99458,3.2,12.1,7
red,0.43,0.082,0.99538,3.44,12.2,6
red,0.21,0.09,0.99648,3.36,10.4,5
red,0.36,0.111,0.99568,3.31,11.3,6
red,0.37,0.088,0.99613,3.29,11.1,6
red,0.57,0.12,0.99519,3.47,11.3,7
red,0.59,0.089,0.99735,3.36,10,5
red,0.47,0.058,0.99518,3.16,11.1,6
red,0.56,0.078,0.99592,3.27,9.3,5
red,0.57,0.115,0.99654,3.38,9.5,5
red,0.27,0.1,0.99546,3.15,11.2,6
red,0.47,0.058,0.99518,3.16,11.1,6
red,0.34,0.065,0.99554,3.34,11,6
red,0.38,0.103,0.99604,3.13,11.9,7
red,0.66,0.097,0.99733,3.13,9.2,5
red,0.4,0.068,0.9943,3.2,12.2,6
red,0.56,0.079,0.99669,3.46,10.2,5
red,0.26,0.066,0.99724,3.33,10.9,6
red,0.26,0.066,0.99724,3.33,10.9,6
red,0.38,0.104,0.99643,3.22,11.6,7
red,0.34,0.079,0.99605,3.52,10.7,5
red,0.33,0.073,0.99658,3.3,12.1,7
red,0.41,0.083,0.997,3.44,9.4,5
red,0.41,0.083,0.997,3.44,9.4,5
red,0.59,0.109,0.99801,3.15,9.1,5
red,0.4,0.061,0.99416,3.28,11.3,7
red,0.45,0.075,0.9969,3.13,10.4,5
red,0.5,0.065,0.99774,3.32,10.5,6
red,0.86,0.079,0.99712,3.25,10,5
red,0.52,0.07,0.99418,3.34,12.9,6
red,0.5,0.065,0.99774,3.32,10.5,6
red,0.45,0.075,0.9969,3.13,10.4,5
red,0.58,0.064,0.99562,3.45,11.3,6
red,0.34,0.066,0.9947,3.19,11.4,7
red,0.36,0.08,0.99693,3.44,9.4,5
red,0.39,0.097,0.99596,3.16,9.4,5
red,0.295,0.073,0.99556,3.14,10.9,6
red,0.39,0.097,0.99596,3.16,9.4,5
red,0.34,0.082,0.99694,3.45,9.4,5
red,0.4,0.076,0.99554,3.36,9.4,6
red,0.34,0.082,0.99694,3.45,9.4,5
red,0.35,0.092,0.99918,3.15,9.4,5
red,0.6,0.079,0.99697,3.39,10.1,6
red,0.66,0.087,0.99378,3.71,12.8,7
red,0.66,0.087,0.99378,3.71,12.8,7
red,0.84,0.05,0.99554,3.12,9.1,6
red,0.69,0.055,0.99162,3.47,12.9,6
red,0.43,0.062,0.99495,3.44,11.5,7
red,0.35,0.058,0.99676,3.26,10.6,7
red,0.29,0.063,0.99516,3.26,11.7,7
red,0.36,0.067,0.9928,3.36,12.8,7
red,0.43,0.081,0.99603,3.25,10.3,5
red,0.36,0.067,0.9928,3.36,12.8,7
red,0.29,0.063,0.99516,3.26,11.7,7
red,0.3,0.064,0.99516,3.26,11.7,7
red,0.35,0.11,0.99549,3.23,12,7
red,0.5,0.116,0.99722,3.18,10.9,5
red,0.28,0.067,0.99354,3.25,12.3,7
red,0.32,0.088,0.9957,3.17,10.4,6
red,1.005,0.102,0.99604,3.23,10,5
red,0.71,0.092,0.99635,3.38,10,6
red,0.58,0.12,0.99454,3.22,11.2,6
red,0.39,0.075,0.99598,3.06,11.4,6
red,0.38,0.068,0.99486,3.27,12.6,7
red,0.18,0.049,0.99007,2.89,12.7,6
red,0.18,0.049,0.99007,2.89,12.7,6
red,0.5,0.078,0.99636,3.53,10.4,5
red,0.36,0.123,0.99642,3.2,11.9,6
red,0.36,0.123,0.99642,3.2,11.9,6
red,0.51,0.062,0.99584,3.35,10.5,5
red,0.32,0.098,0.99506,3.27,12.3,6
red,0.58,0.088,0.99568,3.32,10.5,7
red,0.83,0.095,0.99822,3.33,10.4,6
red,0.31,0.066,0.99364,3.41,12.6,6
red,0.795,0.065,0.99378,3.49,11.6,5
red,0.34,0.075,0.99586,3.37,10.1,6
red,0.58,0.088,0.99568,3.32,10.5,7
red,0.59,0.091,0.99488,3.42,11.5,7
red,0.55,0.093,0.99514,3.35,11,7
red,0.82,0.095,0.99854,3.36,9.6,5
red,0.57,0.089,0.99592,3.3,10.4,6
red,0.745,0.077,0.99739,3.2,9.7,6
red,0.37,0.085,0.99683,3.17,10.6,7
red,0.31,0.082,0.99356,3.22,12.5,7
red,0.91,0.074,0.99672,3.35,9.2,5
red,0.41,0.078,0.9953,3.24,12.6,7
red,0.5,0.088,0.99692,3.33,11.1,6
red,0.965,0.088,0.99756,3.58,10.2,5
red,0.49,0.079,0.99547,3.38,9.8,6
red,0.5,0.088,0.99692,3.33,11.1,6
red,0.39,0.069,0.99859,3.29,10.9,7
red,0.39,0.046,0.99294,3.36,12.2,6
red,0.44,0.07,0.99438,3.32,11.4,6
red,0.78,0.076,0.99612,3.31,10.7,6
red,0.43,0.082,0.99634,3.49,10.4,5
red,0.49,0.081,0.99702,3.27,10.9,6
red,0.5,0.084,0.99704,3.27,10.8,6
red,0.43,0.082,0.99634,3.49,10.4,5
red,0.46,0.414,0.99702,3.03,9.2,5
red,0.605,0.073,0.99258,3.56,12.9,5
red,0.33,0.07,0.99426,3.38,12.7,7
red,0.64,0.095,0.99747,3.13,9.1,6
red,0.64,0.095,0.99747,3.13,9.1,6
red,0.48,0.101,0.99586,3.21,12.1,7
red,0.42,0.104,0.99784,3.15,9.1,5
red,0.53,0.093,0.9971,3.19,11.6,7
red,0.48,0.101,0.99586,3.21,12.1,7
red,0.23,0.074,0.9981,3.14,9.9,6
red,0.4,0.071,0.99462,3.21,12.5,8
red,0.38,0.098,0.9956,3.3,11.4,6
red,0.29,0.075,0.99565,3.22,11.8,6
red,0.74,0.067,0.99418,3.28,11.8,6
red,0.61,0.083,0.9963,3.29,10.2,6
red,0.52,0.07,0.99358,3.4,12.5,7
red,0.31,0.06,0.99572,3.02,10.9,7
red,0.31,0.06,0.99572,3.02,10.9,7
red,0.62,0.086,0.997,3.31,10.8,5
red,0.33,0.057,0.99498,3.18,11.1,7
red,0.77,0.098,0.99892,3.2,9.2,5
red,0.35,0.083,0.9968,3.4,9.5,6
red,0.62,0.088,0.9972,3.31,10.7,6
red,0.77,0.098,0.99892,3.2,9.2,5
red,0.25,0.071,0.99769,3.44,10.2,7
red,0.32,0.073,0.99534,3.15,11.4,6
red,0.37,0.08,0.99817,3.27,11,5
red,0.37,0.08,0.99817,3.27,11,5
red,0.3,0.05,0.99316,3.01,12.3,7
red,0.27,0.047,0.99471,3.16,11.8,6
red,0.3,0.05,0.99316,3.01,12.3,7
red,0.38,0.073,0.99685,3.42,9.5,6
red,0.42,0.072,0.99617,3.33,12,6
red,0.38,0.073,0.99685,3.42,9.5,6
red,0.48,0.074,0.99529,3.12,9.6,5
red,0.34,0.055,0.99738,3.38,11.6,7
red,0.19,0.057,0.994,3.29,11.2,6
red,0.41,0.095,0.99735,3.02,9.9,7
red,0.41,0.095,0.99735,3.02,9.9,7
red,0.26,0.083,0.99451,2.98,11.8,8
red,0.34,0.086,0.99546,3.35,11.4,6
red,0.54,0.081,0.99479,3.43,11.5,6
red,0.31,0.079,0.99615,3.33,12,7
red,0.725,0.117,0.99655,3.35,10.8,6
red,0.4,0.087,0.99772,3.15,10.5,5
red,0.725,0.117,0.99655,3.35,10.8,6
red,0.52,0.096,0.99666,3.2,9.4,5
red,0.31,0.216,0.99358,3.15,12.5,7
red,0.52,0.096,0.99666,3.2,9.4,5
red,0.34,0.072,0.99392,3.11,12.4,6
red,0.49,0.071,0.99388,3.35,12,6
red,0.48,0.078,0.99402,3.45,11.2,6
red,0.49,0.071,0.99388,3.35,12,6
red,0.48,0.073,0.9936,3.28,12.4,6
red,0.57,0.048,0.99374,3.41,12.8,5
red,0.23,0.069,0.99376,3.21,12.3,6
red,0.3,0.068,0.99523,3.27,11.7,7
red,0.78,0.09,0.99855,3.36,9.5,5
red,0.47,0.171,0.9982,3.17,10.8,6
red,0.53,0.07,0.99593,3.25,10,6
red,0.42,0.092,0.99471,3.78,12.3,7
red,0.33,0.056,0.99396,3.29,11,6
red,0.24,0.074,0.99698,3.12,9.5,6
red,0.4,0.046,0.9902,3.49,13.6,6
red,0.69,0.091,0.99572,3.38,11.3,6
red,0.69,0.091,0.99572,3.38,11.3,6
red,0.69,0.091,0.99572,3.38,11.3,6
red,0.39,0.065,0.99252,3.3,13.3,6
red,0.66,0.066,0.99256,3.52,12.9,5
red,0.54,0.076,0.99235,3.2,13.1,8
red,0.5,0.062,0.99352,3.44,12.3,6
red,0.47,0.055,0.9922,3.45,12.3,6
red,0.4,0.081,0.99674,3.12,11.2,6
red,0.58,0.096,0.99557,3.62,11.5,4
red,0.24,0.055,0.99394,3.14,11.3,7
red,0.29,0.063,0.9915,3.39,13.5,6
red,0.76,0.072,0.99379,3.51,11.5,6
red,0.43,0.095,0.9984,3.22,10,5
red,0.43,0.092,0.99798,3.21,10.5,6
red,0.6,0.058,0.9977,3.18,10.4,6
red,0.19,0.045,0.99341,3.32,9.5,5
red,0.36,0.075,0.9933,3.38,13.6,7
red,0.48,0.089,0.99684,3.37,11.2,7
red,0.28,0.061,0.99524,3.3,11.8,7
red,0.25,0.067,0.9946,3.38,11.9,6
red,0.52,0.08,0.99774,3.22,11.4,6
red,0.52,0.08,0.99774,3.22,11.4,6
red,0.41,0.104,0.99786,3.14,9.1,5
red,0.51,0.079,0.99764,3.34,9.5,6
red,0.4,0.08,0.9969,3.41,9.5,6
red,0.38,0.08,0.99624,3.27,11,6
red,0.45,0.043,0.99354,3.3,11.4,6
red,0.22,0.065,0.99672,3.61,10,6
red,0.32,0.066,0.99588,3.43,10.1,5
red,0.2,0.076,0.99672,3.53,10.4,6
red,0.5,0.178,0.996,3.28,9.8,6
red,0.41,0.071,0.99702,3.21,11.8,7
red,0.39,0.086,0.99526,3.39,11.6,6
red,0.35,0.061,0.99585,3.23,12,6
red,0.33,0.067,0.99473,3.3,12.8,7
red,0.58,0.044,0.99352,3.46,12.5,6
red,0.6,0.118,0.99616,3.15,9.8,5
red,0.42,0.083,0.99622,3.23,11.1,6
red,0.58,0.1,0.99544,3.59,11.4,6
red,0.6,0.118,0.99616,3.15,9.8,5
red,0.18,0.071,0.99524,3.33,11.8,7
red,0.51,0.042,0.9924,3.46,12.9,7
red,0.41,0.076,0.99572,3.42,10.6,6
red,0.41,0.11,0.99728,3.16,10.8,5
red,0.36,0.087,0.99676,3.14,11.1,7
red,0.45,0.076,0.99551,3.21,10.2,6
red,0.32,0.075,0.99434,3.14,11.8,7
red,0.785,0.078,0.99692,3.29,10,5
red,0.785,0.078,0.99692,3.29,10,5
red,0.44,0.369,0.99634,3.01,9.4,5
red,0.54,0.111,0.99709,2.94,10.2,5
red,0.33,0.074,0.99528,3.32,12.4,7
red,0.34,0.067,0.99384,3.21,12,6
red,0.5,0.086,0.99502,3.32,11.5,6
red,0.36,0.062,0.99667,3.2,10.5,6
red,0.59,0.078,0.99522,3.42,10.8,6
red,0.42,0.074,0.99649,3.27,12.3,6
red,0.36,0.079,0.99716,3.46,9.5,6
red,0.36,0.079,0.99716,3.46,9.5,6
red,0.61,0.095,0.99541,3.61,11.5,6
red,0.88,0.079,0.99572,3.58,11.2,4
red,0.66,0.052,0.99318,3.35,12.7,7
red,0.915,0.041,0.99346,3.68,11.4,5
red,0.35,0.076,0.99599,3.27,11,6
red,0.35,0.076,0.99599,3.27,11,6
red,0.39,0.068,0.99478,3.19,11.4,5
red,0.4,0.068,0.99754,3.38,10.5,6
red,0.66,0.07,0.99572,3.29,9.3,5
red,0.64,0.08,0.99538,3.36,10.9,5
red,0.43,0.085,0.99346,3.33,11.9,6
red,0.8,0.079,0.9963,3.52,12.2,5
red,0.43,0.085,0.99346,3.33,11.9,6
red,0.64,0.08,0.99538,3.36,10.9,5
red,0.955,0.075,0.99616,3.3,9.6,4
red,0.4,0.08,0.99652,3.28,12.5,6
red,0.885,0.166,0.99551,3.56,10.8,5
red,0.25,0.063,0.99439,3.52,12.4,7
red,0.885,0.166,0.99551,3.56,10.8,5
red,0.745,0.114,0.99588,3.22,9.5,6
red,0.43,0.078,0.99633,3.52,9.5,6
red,0.58,0.076,0.99686,3.21,9.5,6
red,0.57,0.069,0.99458,3.16,9.8,6
red,0.26,0.052,0.9951,3.15,10.9,6
red,0.58,0.076,0.99686,3.21,9.5,6
red,0.57,0.069,0.99458,3.16,9.8,6
red,0.34,0.065,0.99419,3.27,11.2,7
red,0.42,0.068,0.99516,3.35,11.7,8
red,0.74,0.111,0.99878,3.14,9.4,5
red,0.36,0.074,0.99534,3.4,11,7
red,0.36,0.074,0.99534,3.4,11,7
red,0.36,0.074,0.99534,3.4,11,7
red,0.72,0.136,0.99752,3.35,10,5
red,0.36,0.074,0.99534,3.4,11,7
red,0.39,0.071,0.99428,3.45,11.2,7
red,0.65,0.078,0.99498,3.35,10.4,6
red,0.44,0.076,0.9957,3.32,9.3,5
red,0.65,0.078,0.99498,3.35,10.4,6
red,0.38,0.071,0.99659,3.15,10.5,6
red,0.33,0.081,0.99628,3.1,10.4,6
red,0.27,0.095,0.99488,3.26,11.3,6
red,0.57,0.079,0.99677,3.29,9.5,6
red,0.34,0.057,0.99408,3.23,12,6
red,0.4,0.082,0.996,3.24,10.6,6
red,0.39,0.044,0.99478,3.2,10.9,6
red,0.32,0.132,0.99734,3.28,11.5,6
red,0.32,0.132,0.99734,3.28,11.5,6
red,0.53,0.078,0.99678,3.26,9.6,6
red,0.36,0.074,0.99638,3.23,12,6
red,0.39,0.08,0.9992,3.07,10.3,6
red,0.46,0.091,0.99922,3.15,9.4,5
red,0.58,0.08,0.99592,3.02,9.2,5
red,0.58,0.104,0.99769,3.27,9.6,5
red,0.42,0.044,0.99157,3.68,13.6,7
red,0.43,0.075,0.99718,3.4,9.5,5
red,0.18,0.066,0.9947,3.37,11.8,6
red,0.815,0.074,0.99621,3.38,10.8,5
red,0.43,0.075,0.99718,3.4,9.5,5
red,0.23,0.057,0.99614,3.23,9.3,4
red,0.75,0.059,0.99242,3.39,12.8,6
red,0.33,0.054,0.99572,3.3,11.5,4
red,0.55,0.07,0.99659,3.26,9.4,6
red,0.75,0.059,0.99242,3.39,12.8,6
red,0.73,0.081,0.99798,3.38,9.6,4
red,0.67,0.057,0.99488,3.45,11.8,4
red,0.61,0.076,0.99494,3.1,9.3,5
red,0.37,0.079,0.99729,3.16,9.8,5
red,0.4,0.058,0.99414,3.22,12.2,6
red,0.56,0.082,0.9983,3.37,9.5,5
red,0.29,0.067,0.99721,3.33,10.3,6
red,0.55,0.082,0.99655,3.49,10.5,5
red,0.74,0.086,0.99502,3.12,10,5
red,0.55,0.082,0.99655,3.49,10.5,5
red,0.41,0.081,0.9949,3.41,11.1,6
red,0.6,0.079,0.99514,3.4,10.9,6
red,0.6,0.079,0.99514,3.4,10.9,6
red,0.58,0.077,0.9963,3.28,9.8,5
red,0.72,0.123,0.99627,3.45,9.8,5
red,0.66,0.096,0.99569,3.43,9.5,5
red,0.7,0.079,0.99628,3.4,10.9,5
red,0.64,0.069,0.99358,3.47,11,5
red,0.59,0.082,0.99499,3.1,9.2,5
red,0.58,0.085,0.99633,3.32,11,6
red,0.64,0.123,0.99538,3.44,11.3,6
red,0.64,0.123,0.99538,3.44,11.3,6
red,0.635,0.403,0.99632,3.02,9.3,5
red,1.02,0.083,0.99437,3.59,11.2,4
red,0.45,0.081,0.99726,3.15,9.8,5
red,0.78,0.089,0.9978,3.37,9.6,4
red,0.37,0.066,0.99456,3.38,11.8,6
red,0.57,0.081,0.99564,3.38,10.3,6
red,0.57,0.081,0.99564,3.38,10.3,6
red,0.43,0.068,0.996,3.1,11.4,6
red,0.41,0.079,0.99668,3.47,9.5,6
red,0.49,0.044,0.9908,3.5,14,8
red,0.38,0.048,0.99084,3.7,14,6
red,0.44,0.049,0.9935,3.38,11.7,6
red,0.46,0.077,0.99385,3.5,11.2,5
red,0.58,0.073,0.99494,3.1,9.3,5
red,0.58,0.102,0.9944,3.24,11.2,6
red,0.715,0.075,0.99688,3.24,9.5,6
red,0.4,0.05,0.99566,3.28,12,4
red,0.69,0.114,0.99636,3.35,9.7,6
red,0.715,0.075,0.99688,3.24,9.5,6
red,0.3,0.062,0.9948,3.14,11.5,7
red,0.46,0.077,0.9956,3.37,10.4,6
red,0.46,0.077,0.9956,3.37,10.4,6
red,0.765,0.084,0.99619,3.33,10.9,6
red,0.63,0.096,0.99734,3.26,10.2,6
red,0.42,0.071,0.99476,3.39,10.9,5
red,0.37,0.09,0.99734,3.15,10.5,5
red,0.16,0.068,0.99328,3.35,12.4,6
red,0.6,0.056,0.99286,3.22,13,5
red,0.6,0.068,0.99914,3.3,10.2,5
red,0.6,0.068,0.99914,3.3,10.2,5
red,0.74,0.1,0.99521,3.36,11,5
red,0.635,0.073,0.99638,3.29,10.9,6
red,0.395,0.056,0.99362,3.62,12.4,6
red,0.755,0.084,0.99672,3.34,9.7,4
red,0.635,0.073,0.99638,3.29,10.9,6
red,0.63,0.093,0.99558,3.2,9.5,5
red,0.63,0.093,0.99558,3.2,9.5,5
red,0.53,0.064,0.99323,3.35,12.1,6
red,0.6,0.063,0.99191,3.45,12.2,6
red,1.58,0.137,0.99476,3.5,10.9,3
red,0.645,0.08,0.99444,3.78,12.5,6
red,0.86,0.1,0.99598,3.6,11.7,6
red,0.37,0.064,0.99576,3.3,11.2,6
red,0.28,0.081,0.99501,3.36,11.2,5
red,0.79,0.087,0.9955,3.12,9.2,5
red,0.61,0.073,0.99612,3.3,9.8,5
red,0.69,0.088,0.9979,3.29,10.1,5
red,0.68,0.068,0.99524,3.41,11.1,4
red,0.69,0.088,0.9979,3.29,10.1,5
red,0.62,0.071,0.996,3.28,9.2,5
red,0.61,0.073,0.99612,3.3,9.8,5
red,0.51,0.064,0.9929,3.33,12.8,6
red,1.18,0.083,0.99532,3.34,10.5,5
red,0.36,0.086,0.99558,3.4,10.1,6
red,0.36,0.086,0.99556,3.4,10.1,6
red,0.63,0.083,0.99616,3.26,9.8,6
red,0.74,0.041,0.99258,4.01,12.5,6
red,0.44,0.091,0.99638,3.18,11.9,6
red,0.63,0.083,0.99616,3.26,9.8,6
red,0.76,0.414,0.99652,2.9,9.1,6
red,0.66,0.094,0.99796,3.26,10.1,5
red,0.74,0.041,0.99258,4.01,12.5,6
red,0.34,0.058,0.99392,3.18,11.4,5
red,0.36,0.06,0.99495,3.18,11,7
red,0.46,0.077,0.9948,3.39,10.6,6
red,0.46,0.077,0.9948,3.39,10.6,6
red,0.46,0.077,0.9948,3.39,10.6,6
red,0.46,0.077,0.9948,3.39,10.6,6
red,0.52,0.073,0.9955,3.34,9.3,5
red,0.6,0.083,0.99616,3.29,9.8,6
red,0.6,0.083,0.99616,3.29,9.8,6
red,0.87,0.107,0.99668,3.26,9.2,5
red,0.39,0.075,0.99581,3.09,9.7,6
red,0.775,0.079,0.9976,3.18,9.6,5
red,0.835,0.166,0.99608,3.39,10,5
red,0.58,0.069,0.99387,3.38,12.6,6
red,0.5,0.057,0.99448,3.36,9.5,5
red,0.5,0.057,0.99448,3.36,9.5,5
red,0.5,0.057,0.99448,3.36,9.5,5
red,0.51,0.084,0.99538,3.36,10.5,6
red,0.51,0.084,0.99538,3.36,10.5,6
red,0.51,0.084,0.99538,3.36,10.5,6
red,0.54,0.085,0.99589,3.37,10.4,6
red,0.51,0.084,0.99538,3.36,10.5,6
red,0.42,0.077,0.99852,3.09,11,5
red,0.44,0.063,0.99613,3.25,10.2,6
red,0.59,0.056,0.99472,3.52,11.4,5
red,0.655,0.078,0.99587,3.34,9.5,5
red,0.655,0.078,0.99587,3.34,9.5,5
red,0.57,0.081,0.99518,3.41,10.8,5
red,0.6,0.069,0.99654,3.34,10,5
red,0.62,0.065,0.99332,3.32,11.8,6
red,0.645,0.086,0.9969,3.37,10.3,5
red,0.645,0.086,0.9969,3.37,10.3,5
red,0.58,0.077,0.99568,3.35,10,5
red,0.32,0.086,0.99464,3.36,10.1,5
red,0.34,0.084,0.99464,3.36,10.1,5
red,0.43,0.078,0.99648,3.6,11.1,6
red,0.64,0.168,0.99736,3.28,9.5,5
red,0.475,0.091,0.99704,3.07,10.03333333,6
red,0.54,0.112,0.99699,3.24,10.9,5
