type,volatile acidity,chlorides,density,alcohol,quality
red,0.29,0.092,0.9971,10.1,6
red,0.47,0.085,1.0021,12.7,6
red,0.6,0.075,0.9994,11.4,5
red,0.7,0.226,0.9991,9,6
red,0.7,0.226,0.9991,9,6
red,0.5,0.25,0.999,10.7,6
red,0.36,0.095,0.9946,11.7,6
red,0.35,0.07,1.0003,11,6
red,0.36,0.095,0.9946,11.7,6
red,0.24,0.075,0.9978,10.4,5
red,0.59,0.07,0.9991,9.6,4
red,0.34,0.078,0.9992,10,6
red,0.27,0.079,0.9993,10.2,6
red,0.5,0.103,0.9978,10,4
red,0.44,0.083,0.9982,9.5,5
red,0.47,0.085,0.9982,9.8,5
red,0.31,0.063,0.9976,9.8,6
red,0.5,0.089,1.0002,9.6,5
red,0.5,0.089,1.0002,9.6,5
red,0.49,0.083,1,9.2,5
red,0.28,0.074,0.9976,9.9,7
red,0.33,0.093,1.0002,10.7,7
red,0.51,0.091,0.998,9.6,6
red,0.31,0.094,0.9986,10.6,7
red,0.73,0.108,0.9967,9.3,5
red,0.42,0.06,0.9917,14,8
red,0.29,0.059,0.9976,10.5,7
red,0.45,0.084,0.9987,9.7,5
red,0.39,0.07,0.9922,11.5,6
red,0.45,0.084,0.9987,9.7,5
red,0.49,0.094,1.0004,9,5
red,0.72,0.096,0.9978,9.5,5
red,0.595,0.086,0.9998,9.3,5
red,0.4,0.059,0.9994,9.3,6
red,0.58,0.071,0.998,10,6
red,0.585,0.078,0.9967,9.8,6
red,0.59,0.082,1,9.3,6
red,0.915,0.088,0.9962,10,4
red,0.46,0.071,1.0006,9,6
red,0.835,0.081,0.9975,9.3,5
red,0.46,0.071,1.0006,9,6
red,0.58,0.096,0.9984,9.1,6
red,0.6,0.085,0.9984,9.2,6
red,0.41,0.072,0.9973,12.2,7
red,0.48,0.092,0.9982,10.5,6
red,0.65,0.11,1.0026,10.4,6
red,0.36,0.075,0.9956,12.7,6
red,0.24,0.083,0.9983,9.2,5
red,0.38,0.081,1.0006,9.4,5
red,0.64,0.077,0.9965,10,6
red,0.39,0.058,0.9962,9.8,5
red,0.755,0.148,0.9969,10.2,6
red,0.6,0.079,0.9997,9.7,5
red,0.6,0.079,0.9997,9.7,5
red,0.31,0.079,0.9982,9.8,6
red,0.46,0.122,1.0006,10.2,5
red,0.37,0.088,0.9988,9.3,5
red,0.54,0.076,0.9976,9.4,5
red,0.56,0.078,0.9976,9.4,5
red,0.58,0.08,0.9974,9.5,5
red,0.51,0.077,0.9974,12.1,6
red,0.69,0.124,0.9997,10.2,5
red,0.69,0.124,0.9997,10.2,5
red,0.6,0.098,0.9988,9.1,5
red,0.6,0.098,0.9988,9.1,5
red,0.54,0.097,0.9976,9.3,6
red,0.685,0.111,0.9964,9.3,5
red,0.54,0.097,0.9976,9.3,6
red,0.28,0.105,0.9988,9.5,5
red,0.41,0.087,0.9964,10.5,6
red,0.935,0.105,1.001,11.3,4
red,0.35,0.073,0.9964,9.5,5
red,0.84,0.065,0.9954,9.7,5
red,0.88,0.086,0.9979,9.4,5
red,0.885,0.084,0.9978,9.4,5
red,0.915,0.143,0.9964,10.2,7
red,0.29,0.067,0.997,10.3,6
red,0.54,0.071,0.9991,9.4,5
red,0.59,0.071,0.9992,9.5,5
red,0.54,0.071,0.9991,9.4,5
red,0.59,0.071,0.9992,9.5,5
red,0.54,0.071,0.9991,9.4,5
red,0.64,0.115,0.9984,10.1,7
red,0.67,0.107,0.9972,10.1,5
red,0.845,0.07,0.9967,11,4
red,0.48,0.066,0.9964,11.2,7
red,0.42,0.068,0.9948,11.3,6
red,0.43,0.106,0.9986,9.6,5
red,0.88,0.104,1.001,11.2,5
red,0.36,0.096,0.9976,14.9,5
red,0.33,0.079,0.9976,12,6
red,0.47,0.074,0.9979,9.5,5
red,0.55,0.087,1.0004,9.4,5
red,0.43,0.106,0.9986,9.6,5
red,0.5,0.073,0.998,10.5,7
red,0.52,0.074,0.9973,9.6,6
red,0.84,0.096,0.997,11,4
red,0.52,0.074,0.9973,9.6,6
red,0.42,0.08,0.9978,9,5
red,0.57,0.076,0.9972,9.6,6
red,0.28,0.05,0.9974,10.2,6
red,0.4,0.092,1,10.2,5
red,0.59,0.084,0.9981,9.7,5
red,0.49,0.222,0.998,9.5,6
red,0.34,0.082,0.9988,9.2,6
red,0.73,0.059,0.9966,11,5
red,0.34,0.082,0.9988,9.2,6
red,0.4,0.083,0.9959,10,5
red,0.73,0.074,0.9968,9.5,5
red,1.24,0.079,0.998,9.5,5
red,0.73,0.074,0.9968,9.5,5
red,0.4,0.084,0.9984,9.3,6
red,0.41,0.064,0.9984,10.2,5
red,0.4,0.084,0.9984,9.3,6
red,0.8,0.084,0.9979,9.9,5
red,0.78,0.081,0.9983,10,5
red,0.26,0.06,0.9972,9.6,5
red,0.43,0.07,1.0004,9,5
red,0.45,0.094,0.9962,10.2,6
red,0.46,0.078,0.998,9.8,5
red,0.78,0.059,0.997,11.3,5
red,0.98,0.078,0.998,9.4,5
red,0.78,0.059,0.997,11.3,5
red,0.65,0.07,0.997,9.1,5
red,0.64,0.095,0.9998,9.7,5
red,0.66,0.039,0.9962,9.4,5
red,0.38,0.157,0.9976,9.4,5
red,1.185,0.097,0.9966,10.7,3
red,0.92,0.087,0.9998,9.8,5
red,0.49,0.422,0.9979,9,5
red,0.48,0.084,0.9984,9.4,5
red,0.47,0.084,0.9984,9.4,5
red,0.47,0.034,0.9921,12.8,6
red,0.65,0.066,0.9972,9.5,6
red,0.65,0.066,0.9972,9.5,6
red,0.615,0.087,1.0001,9.7,5
red,0.38,0.071,0.9986,10.8,6
red,1.02,0.076,0.9984,10.1,6
red,0.65,0.066,0.9972,9.5,6
red,0.64,0.067,0.997,9.4,6
red,0.38,0.073,0.9972,9.6,4
red,0.765,0.078,0.998,9.7,4
red,1.035,0.073,0.999,9.9,5
red,0.78,0.093,0.9956,10,5
red,0.49,0.077,0.9966,10.5,5
red,0.545,0.068,0.996,11.6,6
red,0.31,0.062,0.9983,10,6
red,1.025,0.08,0.9985,10.1,5
red,0.565,0.093,0.9998,9.5,5
red,0.69,0.084,0.9992,9.4,5
red,0.43,0.075,0.9976,9.4,5
red,0.74,0.078,0.998,9.8,5
red,0.49,0.069,0.9967,9.2,6
red,0.43,0.075,0.9976,9.4,5
red,0.46,0.079,0.9968,10,5
red,0.56,0.082,0.9976,9.6,5
red,0.66,0.086,0.9976,9.5,5
red,0.56,0.082,0.9976,9.6,5
red,0.48,0.094,0.9982,9.2,5
red,0.42,0.084,0.9968,10,5
red,0.31,0.053,0.9965,9.5,5
red,1.115,0.086,0.9958,11.2,4
red,0.66,0.077,0.9976,10.4,5
red,0.72,0.084,0.9994,11.1,6
red,0.57,0.067,0.997,9.5,5
red,0.57,0.067,0.997,9.5,5
red,0.865,0.071,0.995,12.7,6
red,0.55,0.387,0.9982,9.6,5
red,0.875,0.088,0.9994,11.5,5
red,0.835,0.092,0.9966,9.6,5
red,0.45,0.082,0.998,9.5,5
red,0.56,0.075,0.9987,9.3,5
red,0.965,0.112,0.9963,9.5,5
red,0.965,0.112,0.9963,9.5,5
red,0.59,0.093,1.0002,9.3,6
red,0.46,0.092,0.9983,9.2,5
red,0.69,0.088,0.999,9.3,5
red,0.76,0.075,0.9965,11.5,6
red,0.53,0.078,0.99788,9.5,5
red,0.615,0.065,0.9972,9.2,5
red,0.41,0.096,1.00024,10,5
red,0.39,0.095,1.0001,9.5,5
red,0.51,0.07,0.99768,9.5,6
red,0.34,0.08,0.9978,9,6
red,0.33,0.083,0.99782,9.4,5
red,0.5,0.071,0.99761,9.6,6
red,0.51,0.07,0.99768,9.5,6
red,0.65,0.089,0.99803,9.5,5
red,0.65,0.089,0.99803,9.5,5
red,0.54,0.097,0.99785,9.4,5
red,0.65,0.089,0.99803,9.5,5
red,0.48,0.415,0.99656,9.1,6
red,0.91,0.058,0.99525,10.7,6
red,0.98,0.057,0.99488,11.2,6
red,0.87,0.084,0.99656,9.8,5
red,0.87,0.084,0.99656,9.8,5
red,0.42,0.092,0.99823,9.2,5
red,0.58,0.075,0.99779,9.7,5
red,0.655,0.096,0.99738,9.6,5
red,0.7,0.069,0.99701,10,6
red,0.655,0.096,0.99738,9.6,5
red,0.68,0.093,0.99888,9.5,6
red,0.67,0.091,0.99888,9.5,6
red,0.59,0.089,0.99738,9.4,5
red,0.6,0.103,0.99938,9.5,5
red,0.59,0.082,0.99744,9.7,6
red,0.72,0.076,0.99668,9.6,5
red,0.59,0.082,0.99744,9.7,6
red,0.685,0.082,0.9978,9.4,5
red,0.57,0.082,0.99782,9.4,5
red,0.4,0.157,0.9973,9.5,6
red,0.4,0.157,0.99727,9.5,6
red,1,0.102,0.99586,10,5
red,0.765,0.243,0.99612,10.3,6
red,0.635,0.241,0.9961,10.3,6
red,0.43,0.079,0.99788,10.5,5
red,0.52,0.076,0.99745,9.8,5
red,0.57,0.19,0.99676,9.4,6
red,0.46,0.114,0.99732,9.8,5
red,0.82,0.081,0.99814,10,5
red,0.46,0.114,0.99732,9.8,5
red,0.59,0.077,0.99746,9.8,5
red,0.35,0.083,0.9982,9.5,5
red,0.35,0.083,0.9982,9.5,5
red,0.56,0.079,0.9991,10.1,6
red,0.56,0.079,0.9991,10.1,6
red,0.63,0.099,0.998,9.3,5
red,0.37,0.082,0.99708,9.7,6
red,0.64,0.084,0.99818,9.6,5
red,0.61,0.081,0.99745,9.7,6
red,0.6,0.055,0.99639,10.8,5
red,0.27,0.065,0.99531,12.5,6
red,0.89,0.132,0.99786,10.2,5
red,0.46,0.126,0.99746,9.6,5
red,0.37,0.038,0.99526,10.8,7
red,0.5,0.082,0.9987,10.7,6
red,0.5,0.082,0.9987,10.7,6
red,0.61,0.082,0.99641,9.4,5
red,0.55,0.068,0.99735,10,5
red,0.585,0.044,0.99264,12.9,7
red,0.56,0.114,0.9971,9.6,6
red,0.52,0.084,0.99682,9.9,6
red,0.28,0.052,0.99356,12.8,7
red,0.25,0.041,0.99386,12.5,7
red,0.28,0.052,0.99356,12.8,7
red,0.53,0.165,0.99702,9.2,5
red,0.48,0.07,0.99693,10.3,6
red,0.49,0.068,0.99562,10.5,5
red,0.5,0.072,1.00012,10.9,6
red,0.45,0.099,0.99818,10.8,5
red,0.39,0.102,0.99462,11.4,4
red,0.41,0.103,0.99939,11.3,6
red,0.45,0.099,0.99818,10.8,5
red,0.51,0.081,0.9984,10.5,6
red,0.29,0.084,0.99545,11.9,6
red,0.715,0.071,0.99632,9.4,5
red,0.66,0.097,0.99976,9.6,5
red,0.685,0.099,0.99606,9.7,5
red,0.42,0.048,0.99154,14,7
red,0.54,0.076,0.9973,9.8,5
red,0.54,0.076,0.9973,9.8,5
red,0.48,0.068,0.99682,10.3,5
red,0.46,0.076,0.99624,10.7,5
red,0.27,0.05,0.9951,11,7
red,0.46,0.076,0.99624,10.7,5
red,0.57,0.065,0.99417,12.7,8
red,0.61,0.071,0.99376,11.1,6
red,0.685,0.058,0.99632,10.9,4
red,0.61,0.071,0.99376,11.1,6
red,0.44,0.145,0.99832,9.9,3
red,0.47,0.147,0.99836,9.9,4
red,0.685,0.088,0.99694,9.4,5
red,0.665,0.066,0.99655,9.3,5
red,0.28,0.012,0.99064,11.7,7
red,0.28,0.012,0.99064,11.7,7
red,0.31,0.075,0.99672,11.2,7
red,0.5,0.092,0.99647,10,5
red,0.42,0.085,0.99736,12.1,7
red,0.66,0.115,0.99629,10.3,5
red,0.5,0.119,0.99708,10.9,6
red,0.685,0.088,0.9963,9.4,5
red,0.25,0.062,0.9959,10.6,6
red,0.64,0.081,0.99689,9.8,5
red,0.64,0.081,0.99689,9.8,5
red,0.68,0.078,0.9977,9.9,6
red,0.64,0.081,0.99689,9.8,5
red,0.63,0.08,0.99689,9.8,5
red,0.43,0.085,0.99708,9.5,5
red,0.43,0.085,0.99708,9.5,5
red,0.42,0.08,0.99801,9.7,5
red,0.36,0.08,0.99652,10.9,6
red,0.36,0.08,0.99652,10.9,6
red,0.735,0.071,0.99538,11.7,7
red,0.36,0.08,0.99652,10.9,6
red,0.26,0.073,0.99594,11.3,7
red,0.28,0.054,0.99686,10.6,7
red,0.56,0.074,0.99438,11.2,6
red,0.62,0.077,0.99746,9.5,5
red,1.01,0.039,0.99357,11.5,6
red,0.42,0.067,0.99628,10.4,5
red,0.62,0.078,0.99746,9.7,5
red,0.62,0.077,0.99746,9.5,5
red,0.635,0.077,0.99748,9.7,5
red,0.49,0.071,0.99438,11.3,6
red,0.51,0.072,0.99438,11.2,6
red,0.56,0.074,0.99438,11.2,6
red,0.63,0.08,0.99578,10.9,6
red,0.715,0.064,0.99371,11.8,6
red,0.56,0.086,0.99522,10.6,5
red,0.35,0.067,0.99576,10,4
red,0.21,0.067,0.99552,11.1,7
red,0.38,0.104,0.99664,11.8,7
red,0.31,0.109,0.99614,11.8,7
red,0.47,0.067,0.99517,10.9,4
red,0.715,0.064,0.99371,11.8,6
red,0.61,0.094,0.99787,10,6
red,0.6,0.076,0.99745,9.5,5
red,0.56,0.078,0.99576,9.9,5
red,0.715,0.068,0.99533,11.4,6
red,0.31,0.194,0.99536,12,6
red,0.6,0.076,0.99745,9.5,5
red,0.61,0.094,0.99787,10,6
red,0.75,0.086,0.99824,10.5,5
red,0.8,0.083,0.99836,10.4,6
red,0.52,0.066,0.99577,12.1,7
red,0.57,0.072,0.99491,11.2,6
red,0.9,0.112,1.00289,9.3,5
red,0.34,0.071,0.99576,10.1,5
red,0.66,0.078,0.99743,9.7,5
red,0.45,0.082,0.99774,9.3,6
red,0.66,0.078,0.99743,9.7,5
red,0.63,0.08,0.99745,9.8,6
red,0.59,0.08,0.9955,10.7,6
red,0.31,0.078,0.99444,12.5,7
red,0.59,0.08,0.9955,10.7,6
red,0.31,0.078,0.99444,12.5,7
red,1.02,0.084,0.99892,11,3
red,0.31,0.056,0.99562,11.8,5
red,0.635,0.08,0.99736,10.8,7
red,0.635,0.08,0.99736,10.8,7
red,0.59,0.06,0.9962,10.8,7
red,0.59,0.06,0.9962,10.8,7
red,0.58,0.081,0.998,9.5,5
red,0.54,0.084,0.9964,11,5
red,0.56,0.079,0.9948,11.5,6
red,0.52,0.078,0.99528,10.8,6
red,0.305,0.059,0.99331,11.5,6
red,0.38,0.132,0.99577,13.2,6
red,0.28,0.114,0.99901,10.9,6
red,0.46,0.065,0.99674,12.2,6
red,0.395,0.094,0.99639,12.2,7
red,0.305,0.059,0.99331,11.5,6
red,0.315,0.079,0.99512,11.9,6
red,0.715,0.161,0.99395,11,5
red,0.41,0.084,0.99824,10.1,6
red,0.36,0.081,0.9964,11,6
red,0.62,0.072,0.99504,11.8,6
red,0.41,0.091,0.99786,10.5,5
red,0.36,0.081,0.9964,11,6
red,0.62,0.072,0.99504,11.8,6
red,0.41,0.084,0.99824,10.1,6
red,0.47,0.055,0.99516,11.2,5
red,0.22,0.064,0.99604,11,7
red,0.24,0.061,0.99786,10.2,6
red,0.67,0.093,0.99736,9.2,4
red,0.47,0.055,0.99516,11.2,5
red,0.33,0.063,0.99468,12,7
red,0.61,0.08,0.99746,10.5,5
red,0.61,0.074,0.99748,9.8,5
red,0.4,0.078,0.9971,9.5,6
red,0.61,0.074,0.99748,9.8,5
red,0.61,0.08,0.99746,10.5,5
red,0.3,0.06,0.99543,11.8,6
red,0.3,0.06,0.99543,11.8,6
red,0.63,0.071,0.99791,10.4,4
red,0.38,0.068,0.99356,12.9,7
red,0.46,0.073,0.99425,11.4,5
red,0.33,0.074,0.99509,12.4,7
red,0.27,0.082,0.99484,12.5,7
red,0.43,0.092,0.99834,10,7
red,0.5,0.094,0.99864,9.7,7
red,0.3,0.09,0.99498,12.1,7
red,0.44,0.071,0.99566,11.1,7
red,0.44,0.092,0.99745,12,7
red,0.28,0.093,0.99408,12.4,7
red,0.12,0.075,0.99552,11.9,7
red,0.12,0.075,0.99552,11.9,7
red,0.12,0.075,0.99552,11.9,7
red,0.28,0.093,0.99408,12.4,7
red,0.31,0.058,0.99536,11.2,7
red,0.34,0.052,0.99458,12.1,7
red,0.43,0.082,0.99538,12.2,6
red,0.21,0.09,0.99648,10.4,5
red,0.36,0.111,0.99568,11.3,6
red,0.37,0.088,0.99613,11.1,6
red,0.57,0.12,0.99519,11.3,7
red,0.59,0.089,0.99735,10,5
red,0.47,0.058,0.99518,11.1,6
red,0.56,0.078,0.99592,9.3,5
red,0.57,0.115,0.99654,9.5,5
red,0.27,0.1,0.99546,11.2,6
red,0.47,0.058,0.99518,11.1,6
red,0.34,0.065,0.99554,11,6
red,0.38,0.103,0.99604,11.9,7
red,0.66,0.097,0.99733,9.2,5
red,0.4,0.068,0.9943,12.2,6
red,0.56,0.079,0.99669,10.2,5
red,0.26,0.066,0.99724,10.9,6
red,0.26,0.066,0.99724,10.9,6
red,0.38,0.104,0.99643,11.6,7
red,0.34,0.079,0.99605,10.7,5
red,0.33,0.073,0.99658,12.1,7
red,0.41,0.083,0.997,9.4,5
red,0.41,0.083,0.997,9.4,5
red,0.59,0.109,0.99801,9.1,5
red,0.4,0.061,0.99416,11.3,7
red,0.45,0.075,0.9969,10.4,5
red,0.5,0.065,0.99774,10.5,6
red,0.86,0.079,0.99712,10,5
red,0.52,0.07,0.99418,12.9,6
red,0.5,0.065,0.99774,10.5,6
red,0.45,0.075,0.9969,10.4,5
red,0.58,0.064,0.99562,11.3,6
red,0.34,0.066,0.9947,11.4,7
red,0.36,0.08,0.99693,9.4,5
red,0.39,0.097,0.99596,9.4,5
red,0.295,0.073,0.99556,10.9,6
red,0.39,0.097,0.99596,9.4,5
red,0.34,0.082,0.99694,9.4,5
red,0.4,0.076,0.99554,9.4,6
red,0.34,0.082,0.99694,9.4,5
red,0.35,0.092,0.99918,9.4,5
red,0.6,0.079,0.99697,10.1,6
red,0.66,0.087,0.99378,12.8,7
red,0.66,0.087,0.99378,12.8,7
red,0.84,0.05,0.99554,9.1,6
red,0.69,0.055,0.99162,12.9,6
red,0.43,0.062,0.99495,11.5,7
red,0.35,0.058,0.99676,10.6,7
red,0.29,0.063,0.99516,11.7,7
red,0.36,0.067,0.9928,12.8,7
red,0.43,0.081,0.99603,10.3,5
red,0.36,0.067,0.9928,12.8,7
red,0.29,0.063,0.99516,11.7,7
red,0.3,0.064,0.99516,11.7,7
red,0.35,0.11,0.99549,12,7
red,0.5,0.116,0.99722,10.9,5
red,0.28,0.067,0.99354,12.3,7
red,0.32,0.088,0.9957,10.4,6
red,1.005,0.102,0.99604,10,5
red,0.71,0.092,0.99635,10,6
red,0.58,0.12,0.99454,11.2,6
red,0.39,0.075,0.99598,11.4,6
red,0.38,0.068,0.99486,12.6,7
red,0.18,0.049,0.99007,12.7,6
red,0.18,0.049,0.99007,12.7,6
red,0.5,0.078,0.99636,10.4,5
red,0.36,0.123,0.99642,11.9,6
red,0.36,0.123,0.99642,11.9,6
red,0.51,0.062,0.99584,10.5,5
red,0.32,0.098,0.99506,12.3,6
red,0.58,0.088,0.99568,10.5,7
red,0.83,0.095,0.99822,10.4,6
red,0.31,0.066,0.99364,12.6,6
red,0.795,0.065,0.99378,11.6,5
red,0.34,0.075,0.99586,10.1,6
red,0.58,0.088,0.99568,10.5,7
red,0.59,0.091,0.99488,11.5,7
red,0.55,0.093,0.99514,11,7
red,0.82,0.095,0.99854,9.6,5
red,0.57,0.089,0.99592,10.4,6
red,0.745,0.077,0.99739,9.7,6
red,0.37,0.085,0.99683,10.6,7
red,0.31,0.082,0.99356,12.5,7
red,0.91,0.074,0.99672,9.2,5
red,0.41,0.078,0.9953,12.6,7
red,0.5,0.088,0.99692,11.1,6
red,0.965,0.088,0.99756,10.2,5
red,0.49,0.079,0.99547,9.8,6
red,0.5,0.088,0.99692,11.1,6
red,0.39,0.069,0.99859,10.9,7
red,0.39,0.046,0.99294,12.2,6
red,0.44,0.07,0.99438,11.4,6
red,0.78,0.076,0.99612,10.7,6
red,0.43,0.082,0.99634,10.4,5
red,0.49,0.081,0.99702,10.9,6
red,0.5,0.084,0.99704,10.8,6
red,0.43,0.082,0.99634,10.4,5
red,0.46,0.414,0.99702,9.2,5
red,0.605,0.073,0.99258,12.9,5
red,0.33,0.07,0.99426,12.7,7
red,0.64,0.095,0.99747,9.1,6
red,0.64,0.095,0.99747,9.1,6
red,0.48,0.101,0.99586,12.1,7
red,0.42,0.104,0.99784,9.1,5
red,0.53,0.093,0.9971,11.6,7
red,0.48,0.101,0.99586,12.1,7
red,0.23,0.074,0.9981,9.9,6
red,0.4,0.071,0.99462,12.5,8
red,0.38,0.098,0.9956,11.4,6
red,0.29,0.075,0.99565,11.8,6
red,0.74,0.067,0.99418,11.8,6
red,0.61,0.083,0.9963,10.2,6
red,0.52,0.07,0.99358,12.5,7
red,0.31,0.06,0.99572,10.9,7
red,0.31,0.06,0.99572,10.9,7
red,0.62,0.086,0.997,10.8,5
red,0.33,0.057,0.99498,11.1,7
red,0.77,0.098,0.99892,9.2,5
red,0.35,0.083,0.9968,9.5,6
red,0.62,0.088,0.9972,10.7,6
red,0.77,0.098,0.99892,9.2,5
red,0.25,0.071,0.99769,10.2,7
red,0.32,0.073,0.99534,11.4,6
red,0.37,0.08,0.99817,11,5
red,0.37,0.08,0.99817,11,5
red,0.3,0.05,0.99316,12.3,7
red,0.27,0.047,0.99471,11.8,6
red,0.3,0.05,0.99316,12.3,7
red,0.38,0.073,0.99685,9.5,6
red,0.42,0.072,0.99617,12,6
red,0.38,0.073,0.99685,9.5,6
red,0.48,0.074,0.99529,9.6,5
red,0.34,0.055,0.99738,11.6,7
red,0.19,0.057,0.994,11.2,6
red,0.41,0.095,0.99735,9.9,7
red,0.41,0.095,0.99735,9.9,7
red,0.26,0.083,0.99451,11.8,8
red,0.34,0.086,0.99546,11.4,6
red,0.54,0.081,0.99479,11.5,6
red,0.31,0.079,0.99615,12,7
red,0.725,0.117,0.99655,10.8,6
red,0.4,0.087,0.99772,10.5,5
red,0.725,0.117,0.99655,10.8,6
red,0.52,0.096,0.99666,9.4,5
red,0.31,0.216,0.99358,12.5,7
red,0.52,0.096,0.99666,9.4,5
red,0.34,0.072,0.99392,12.4,6
red,0.49,0.071,0.99388,12,6
red,0.48,0.078,0.99402,11.2,6
red,0.49,0.071,0.99388,12,6
red,0.48,0.073,0.9936,12.4,6
red,0.57,0.048,0.99374,12.8,5
red,0.23,0.069,0.99376,12.3,6
red,0.3,0.068,0.99523,11.7,7
red,0.78,0.09,0.99855,9.5,5
red,0.47,0.171,0.9982,10.8,6
red,0.53,0.07,0.99593,10,6
red,0.42,0.092,0.99471,12.3,7
red,0.33,0.056,0.99396,11,6
red,0.24,0.074,0.99698,9.5,6
red,0.4,0.046,0.9902,13.6,6
red,0.69,0.091,0.99572,11.3,6
red,0.69,0.091,0.99572,11.3,6
red,0.69,0.091,0.99572,11.3,6
red,0.39,0.065,0.99252,13.3,6
red,0.66,0.066,0.99256,12.9,5
red,0.54,0.076,0.99235,13.1,8
red,0.5,0.062,0.99352,12.3,6
red,0.47,0.055,0.9922,12.3,6
red,0.4,0.081,0.99674,11.2,6
red,0.58,0.096,0.99557,11.5,4
red,0.24,0.055,0.99394,11.3,7
red,0.29,0.063,0.9915,13.5,6
red,0.76,0.072,0.99379,11.5,6
red,0.43,0.095,0.9984,10,5
red,0.43,0.092,0.99798,10.5,6
red,0.6,0.058,0.9977,10.4,6
red,0.19,0.045,0.99341,9.5,5
red,0.36,0.075,0.9933,13.6,7
red,0.48,0.089,0.99684,11.2,7
red,0.28,0.061,0.99524,11.8,7
red,0.25,0.067,0.9946,11.9,6
red,0.52,0.08,0.99774,11.4,6
red,0.52,0.08,0.99774,11.4,6
red,0.41,0.104,0.99786,9.1,5
red,0.51,0.079,0.99764,9.5,6
red,0.4,0.08,0.9969,9.5,6
red,0.38,0.08,0.99624,11,6
red,0.45,0.043,0.99354,11.4,6
red,0.22,0.065,0.99672,10,6
red,0.32,0.066,0.99588,10.1,5
red,0.2,0.076,0.99672,10.4,6
red,0.5,0.178,0.996,9.8,6
red,0.41,0.071,0.99702,11.8,7
red,0.39,0.086,0.99526,11.6,6
red,0.35,0.061,0.99585,12,6
red,0.33,0.067,0.99473,12.8,7
red,0.58,0.044,0.99352,12.5,6
red,0.6,0.118,0.99616,9.8,5
red,0.42,0.083,0.99622,11.1,6
red,0.58,0.1,0.99544,11.4,6
red,0.6,0.118,0.99616,9.8,5
red,0.18,0.071,0.99524,11.8,7
red,0.51,0.042,0.9924,12.9,7
red,0.41,0.076,0.99572,10.6,6
red,0.41,0.11,0.99728,10.8,5
red,0.36,0.087,0.99676,11.1,7
red,0.45,0.076,0.99551,10.2,6
red,0.32,0.075,0.99434,11.8,7
red,0.785,0.078,0.99692,10,5
red,0.785,0.078,0.99692,10,5
red,0.44,0.369,0.99634,9.4,5
red,0.54,0.111,0.99709,10.2,5
red,0.33,0.074,0.99528,12.4,7
red,0.34,0.067,0.99384,12,6
red,0.5,0.086,0.99502,11.5,6
red,0.36,0.062,0.99667,10.5,6
red,0.59,0.078,0.99522,10.8,6
red,0.42,0.074,0.99649,12.3,6
red,0.36,0.079,0.99716,9.5,6
red,0.36,0.079,0.99716,9.5,6
red,0.61,0.095,0.99541,11.5,6
red,0.88,0.079,0.99572,11.2,4
red,0.66,0.052,0.99318,12.7,7
red,0.915,0.041,0.99346,11.4,5
red,0.35,0.076,0.99599,11,6
red,0.35,0.076,0.99599,11,6
red,0.39,0.068,0.99478,11.4,5
red,0.4,0.068,0.99754,10.5,6
red,0.66,0.07,0.99572,9.3,5
red,0.64,0.08,0.99538,10.9,5
red,0.43,0.085,0.99346,11.9,6
red,0.8,0.079,0.9963,12.2,5
red,0.43,0.085,0.99346,11.9,6
red,0.64,0.08,0.99538,10.9,5
red,0.955,0.075,0.99616,9.6,4
red,0.4,0.08,0.99652,12.5,6
red,0.885,0.166,0.99551,10.8,5
red,0.25,0.063,0.99439,12.4,7
red,0.885,0.166,0.99551,10.8,5
red,0.745,0.114,0.99588,9.5,6
red,0.43,0.078,0.99633,9.5,6
red,0.58,0.076,0.99686,9.5,6
red,0.57,0.069,0.99458,9.8,6
red,0.26,0.052,0.9951,10.9,6
red,0.58,0.076,0.99686,9.5,6
red,0.57,0.069,0.99458,9.8,6
red,0.34,0.065,0.99419,11.2,7
red,0.42,0.068,0.99516,11.7,8
red,0.74,0.111,0.99878,9.4,5
red,0.36,0.074,0.99534,11,7
red,0.36,0.074,0.99534,11,7
red,0.36,0.074,0.99534,11,7
red,0.72,0.136,0.99752,10,5
red,0.36,0.074,0.99534,11,7
red,0.39,0.071,0.99428,11.2,7
red,0.65,0.078,0.99498,10.4,6
red,0.44,0.076,0.9957,9.3,5
red,0.65,0.078,0.99498,10.4,6
red,0.38,0.071,0.99659,10.5,6
red,0.33,0.081,0.99628,10.4,6
red,0.27,0.095,0.99488,11.3,6
red,0.57,0.079,0.99677,9.5,6
red,0.34,0.057,0.99408,12,6
red,0.4,0.082,0.996,10.6,6
red,0.39,0.044,0.99478,10.9,6
red,0.32,0.132,0.99734,11.5,6
red,0.32,0.132,0.99734,11.5,6
red,0.53,0.078,0.99678,9.6,6
red,0.36,0.074,0.99638,12,6
red,0.39,0.08,0.9992,10.3,6
red,0.46,0.091,0.99922,9.4,5
red,0.58,0.08,0.99592,9.2,5
red,0.58,0.104,0.99769,9.6,5
red,0.42,0.044,0.99157,13.6,7
red,0.43,0.075,0.99718,9.5,5
red,0.18,0.066,0.9947,11.8,6
red,0.815,0.074,0.99621,10.8,5
red,0.43,0.075,0.99718,9.5,5
red,0.23,0.057,0.99614,9.3,4
red,0.75,0.059,0.99242,12.8,6
red,0.33,0.054,0.99572,11.5,4
red,0.55,0.07,0.99659,9.4,6
red,0.75,0.059,0.99242,12.8,6
